   cnfg_readout_data_type		40015001    000f0000	 1     1
   cnfg_readout_common_stubdata_delay	40015001    1ff00000	 1     1
*
   cnfg_dio5_en				40016005    00000001     1     1
   cnfg_dio5_ch1_sel			40016000    ffffffff	 1     1
     cnfg_dio5_ch1_out_en		40016000    00000001	 1     1
     cnfg_dio5_ch1_term_en		40016000    00000002	 1     1
     cnfg_dio5_ch1_threshold		40016000    0000ff00	 1     1
   cnfg_dio5_ch2_sel			40016001    ffffffff	 1     1
   cnfg_dio5_ch3_sel			40016002    ffffffff	 1     1
   cnfg_dio5_ch4_sel			40016003    ffffffff	 1     1
   cnfg_dio5_ch5_sel			40016004    ffffffff	 1     1
*
   cnfg_tlu_handshake_mode		40017000    00000003     1     1
   cnfg_tlu_enabled			40017000    00000010     1     1

*------------------------------------------------------------------------------------------
*----------------------------------------------- Ctrl Registers ---------------------------
*------------------------------------------------------------------------------------------
*------------------------------------------------------------------------------------------
* RegName           	                RegAddr     RegMask      R     W     Description
*------------------------------------------------------------------------------------------
ipb_daq_system_ctrl			40020000    ffffffff     1     1
* Global Clock Sel
   clk_40_reset				40020001    00000001	 1     1	
   clk_40_mux_sel			40020001    00000002	 1     1	
   ref_clk_reset			40020001    00000004	 1     1	
* TTC Control
   ttc_dec_reset			40020002    00000001	 1     1	
* AMC13 Sel
   amc13_link_reset			40020003    00000001	 1     1
   sw_TTS_state_valid			40020003    00000002	 1     1
   sw_TTS_state				40020003    000000f0	 1     1
* Command Processor Block
   ctrl_command_global_reset	        40021000    00000001     1     1   
   ctrl_command_i2c			40021001    ffffffff	 1     1
   ctrl_command_i2c_reset		40021001    00000001     1     1
   ctrl_command_i2c_reset_fifos		40021001    00000004     1     1
   ctrl_command_i2c_command_fifo	40021002    ffffffff	 1     1
     ctrl_command_i2c_command_type	40021002    f0000000	 1     1
     ctrl_command_i2c_command_word_id	40021002    08000000	 1     1
     ctrl_command_i2c_command_hybrid_id	40021002    07800000	 1     1
     ctrl_command_i2c_command_chip_id	40021002    007C0000	 1     1
     ctrl_command_i2c_command_readback	40021002    00020000	 1     1
     ctrl_command_i2c_command_read	40021002    00010000	 1     1
     ctrl_command_i2c_command_register	40021002    0000ffff	 1     1
     ctrl_command_i2c_command_page	40021002    00000100	 1     1
     ctrl_command_i2c_command_data	40021002    00ffffff	 1     1
   ctrl_command_i2c_reply_fifo          40021003    ffffffff     1     0
     ctrl_command_i2c_reply_type	40021003    f0000000	 1     0
     ctrl_command_i2c_reply_hybrid_id	40021003    07800000	 1     0
     ctrl_command_i2c_reply_chip_id	40021003    007C0000	 1     0    
     ctrl_command_i2c_reply_register	40021003    0000ff00	 1     0
     ctrl_command_i2c_reply_data	40021003    000000ff	 1     0 
* Fast Command Block
   ctrl_fast				40022000    ffffffff     1     1
   ctrl_fast_reset			40022000    00000001     1     1
   ctrl_fast_start			40022000    00000002     1     1
   ctrl_fast_stop			40022000    00000004     1     1
   ctrl_fast_load_config		40022000    00000008     1     1
   ctrl_fast_reset_test_pulse		40022000    00000010     1     1
   ctrl_fast_signal_fast_reset  	40022000    00010000     1     1
   ctrl_fast_signal_test_pulse  	40022000    00020000     1     1
   ctrl_fast_signal_trigger     	40022000    00040000     1     1
   ctrl_fast_signal_orbit_reset 	40022000    00080000     1     1
   ctrl_fast_signal_i2c_refresh 	40022000    00100000     1     1
* Physical Interface Abstraction Layer
   ctrl_phy_chip_hard_reset		40023000    00000001     1     1
   ctrl_phy_phase_tune_again		40023000    00000002     1     1
   ctrl_slvs_debug_fifo1_data           40023001    ffffffff     1     0
   ctrl_slvs_debug_fifo2_data           40023002    ffffffff     1     0
   ctrl_phy_fast_cmd_phase              40023003    000000ff     1     1
   ctrl_phy_ssa_gen_trig_phase          40023003    0000ff00     1     1
   ctrl_phy_ssa_gen_stub_phase          40023003    00ff0000     1     1
   ctrl_phy_ssa_gen_lateral_phase       40023003    ff000000     1     1
* Readout Block
   ctrl_readout_reset			40025000    00000001	 1     1
   ctrl_readout_done			40025000    00000002	 1     1
   ctrl_readout_run_fifo		40025001    ffffffff	 1     1
* DIO5 Block
   ctrl_dio5_load_config		40026000    00000001	 1     1  

*------------------------------------------------------------------------------------------
*----------------------------------------------- Stat Registers ---------------------------
*------------------------------------------------------------------------------------------
*------------------------------------------------------------------------------------------
* RegName           	                RegAddr     RegMask      R     W     Description
*------------------------------------------------------------------------------------------
ipb_daq_system_stat			40030000    ffffffff     1     0
* I2C Error FIFO
   stat_error_full			40030001    00000fff     1     0
   stat_error_block_id			40030001    0000000f     1     0
   stat_error_code			40030001    00000ff0     1     0
   stat_error_counter			40030002    000001ff	 1     0 
* Firmware Info Sel
   stat_firmware_implementation		40030003    0000000f     1     0
   stat_firmware_chip_type		40030003    000000f0     1     0
   stat_firmware_num_hybrids		40030003    0000ff00     1     0
   stat_firmware_num_chips		40030003    00ff0000     1     0
   stat_firmware_fmc1_type		40030003    0f000000     1     0
   stat_firmware_fmc2_type		40030003    f0000000     1     0
* Global Clock
   stat_clk_40_locked			40030004    00000001	 1     0	
   stat_ref_clk_locked			40030004    00000002	 1     0	
* TTC BLOCK
   stat_ttc_rdy				40030005    00000001	 1     0	
   stat_ttc_dec_single_err_cnt		40030006    0000ffff	 1     0	
   stat_ttc_dec_double_err_cnt		40030006    ffff0000	 1     0	
* Command Block (I2C)
   stat_command_i2c_fsm			40031001    0000000f	 1     0
   stat_command_i2c_fifo_commands_empty	40031002    00000001     1     0
   stat_command_i2c_fifo_commands_full	40031002    00000002     1     0
   stat_command_i2c_fifo_replies_empty	40031003    00000001     1     0
   stat_command_i2c_fifo_replies_full	40031003    00000002     1     0
   stat_command_i2c_nreplies_present    40031004    ffffffff     1     0
* Fast Command Block
   stat_fast_fsm_configured 		40032000    00000040     1     0
   stat_fast_fsm_state			40032000    00000030     1     0
   stat_fast_fsm_source     		40032000    0000000f     1     0
   stat_fast_trigger_in_counter		40032001    ffffffff     1     0
* Physical Interface Abstraction Layer
   stat_phy_phase_tuning_done  		40033002    00010000   	 1     0
   stat_phy_phase_fsm_state_chip0	40033002    00f00000	 1     0
   stat_phy_phase_fsm_state_chip1	40033002    0f000000	 1     0
   stat_slvs_debug_general              4003300F    ffffffff     1     0
   stat_slvs_debug_mpa_l1_ready		4003300F    00000001	 1     0 
   stat_slvs_debug_mpa_stub_ready	4003300F    00000002	 1     0 
   stat_slvs_debug_mpa_counters_ready	4003300F    00000004	 1     0 
   stat_slvs_debug_mpa_l1_0             40033010    ffffffff     1     0
   stat_slvs_debug_mpa_stub_0           40033042    ffffffff     1     0
   stat_slvs_debug_lateral_0		40033092    ffffffff	 1     0
* Readout Block
   evnt_cnt				40034000    00ffffff	1     0	
   evnt_cnt_buf_empty			40034000    01000000	1     0	
   data_payload_buf_empty		40034000    02000000	1     0	
   trigdata_buf_empty			40034000    04000000	1     0
   frame_cnt_chip1			40034001    ffffffff	1     0	
   frame_cnt_chip2			40034002    ffffffff	1     0		
   frame_cnt_chip3			40034003    ffffffff	1     0		
   frame_cnt_chip4			40034004    ffffffff	1     0		
   frame_cnt_chip5			40034005    ffffffff	1     0		
   frame_cnt_chip6			40034006    ffffffff	1     0		
   frame_cnt_chip7			40034007    ffffffff	1     0		
   frame_cnt_chip8			40034008    ffffffff	1     0	
   readout_req				40035000    00000001	1     0	
   fsm_status				40035000    00000ff0	1     0	
   words_cnt				40035001    ffffffff	1     0
* DIO5 Block
   stat_dio5_not_ready			40036000    00000001	 1     0  
   stat_dio5_error			40036000    00000002	 1     0
  
*--------------------------------------------------------------------
*---------------------------- MPA SSA BOARD -------------------------
*--------------------------------------------------------------------
cnfg_mpa_ssa_board_i2c_master_en				40019000	00000001	1     1		
cnfg_mpa_ssa_board_i2c_freq					40019000	0000003C	1     1		
cnfg_mpa_ssa_board_slave_0_config				40019002	FFFFFFFF	1     1
cnfg_mpa_ssa_board_slave_0_config_i2c_address			40019002	fe000000	1     1
cnfg_mpa_ssa_board_slave_0_config_register_address_nbytes   	40019002	000000C0	1     1
cnfg_mpa_ssa_board_slave_0_config_data_wr_nbytes		40019002	00000030	1     1
cnfg_mpa_ssa_board_slave_0_config_data_rd_nbytes		40019002	0000000C	1     1
cnfg_mpa_ssa_board_slave_0_config_stop_for_rd_en		40019002	00000002	1     1
cnfg_mpa_ssa_board_slave_0_config_nack_en			40019002	00000001	1     1
cnfg_mpa_ssa_board_slave_1_config				40019003	FFFFFFFF	1     1		
cnfg_mpa_ssa_board_slave_2_config				40019004	FFFFFFFF	1     1		
cnfg_mpa_ssa_board_slave_3_config				40019005	FFFFFFFF	1     1		
cnfg_mpa_ssa_board_slave_4_config				40019006	FFFFFFFF	1     1		
cnfg_mpa_ssa_board_slave_5_config				40019007	FFFFFFFF	1     1		
cnfg_mpa_ssa_board_slave_6_config				40019008	FFFFFFFF	1     1		
cnfg_mpa_ssa_board_slave_7_config				40019009	FFFFFFFF	1     1		
cnfg_mpa_ssa_board_slave_8_config				4001900A	FFFFFFFF	1     1		
cnfg_mpa_ssa_board_slave_9_config				4001900B	FFFFFFFF	1     1		
cnfg_mpa_ssa_board_slave_10_config				4001900C	FFFFFFFF	1     1		
cnfg_mpa_ssa_board_slave_11_config				4001900D	FFFFFFFF	1     1	
cnfg_mpa_ssa_board_slave_12_config				4001900E	FFFFFFFF	1     1		
cnfg_mpa_ssa_board_slave_13_config				4001900F	FFFFFFFF	1     1		
cnfg_mpa_ssa_board_slave_14_config				40019010	FFFFFFFF	1     1		
cnfg_mpa_ssa_board_slave_15_config				40019011	FFFFFFFF	1     1	
*
ctrl_mpa_ssa_board_reset					40029000	00000001	1     1
*
mpa_ssa_i2c_request_command_type	40021002    f0000000	1	1
mpa_ssa_i2c_request_word_id		40021002    0C000000	1	1
mpa_ssa_i2c_request_word0_slave_id	40021002    03E00000	1	1
mpa_ssa_i2c_request_word0_board_id	40021002    00100000	1	1
mpa_ssa_i2c_request_word0_read		40021002    00010000	1	1
mpa_ssa_i2c_request_word0_register	40021002    0000FFFF	1	1
mpa_ssa_i2c_request_word1_data		40021002    00FFFFFF	1	1
*
mpa_ssa_i2c_reply_slave_id		40021003    F8000000	1	1
mpa_ssa_i2c_reply_board_id		40021003    04000000	1	1
mpa_ssa_i2c_reply_err			40021003    01000000	1	1
mpa_ssa_i2c_reply_data			40021003    00FFFFFF	1	1
*
mpa_ssa_i2c_wrapper_state		40039000    0000000f    1       0
mpa_ssa_i2c_fsm_state			40039000    000000f0    1       0
